id_microrregiao,ano,produtividade,total_area_plantada,total_precipitacao,precipitacao_por_area_plantada,qtd_estacoes_ativas,tratado,primeiro_ano_tratamento,pos_tratamento
22006,2010,477721.0,39495,757.800000000002,0.019187238890998912,1,0,0,0
22006,2011,541417.0,39609,1224.2000000000032,0.030907117069353007,1,0,0,0
22006,2012,408994.0,26534,684.99999999999943,0.025815934273008195,1,0,0,0
22006,2013,368063.0,34082,845.40000000000077,0.024804882342585551,1,0,0,0
22006,2014,399506.0,34754,677.59999999999991,0.019497036312366919,1,0,0,0
22006,2015,397186.0,34646,701.80000000000041,0.020256306644345679,1,0,0,0
22006,2016,318987.0,35738,333.39999999999981,0.0093290055403212214,1,0,0,0
22006,2017,490032.0,31703,508.59999999999923,0.016042645806390539,1,0,0,0
22006,2018,509706.0,30729,217.59999999999994,0.0070812587458101445,1,0,0,0
22006,2019,505230.0,26775,336.39999999999748,0.012563958916899999,1,0,0,0
22006,2020,526504.0,27642,1236.6000000000024,0.044736270892120775,1,0,0,0
22006,2021,493432.0,27613,,,1,0,0,0
22006,2022,495531.0,24672,286.19999999999982,0.011600194552529176,1,0,0,0
22007,2008,340444.0,230265,636.3999999999993,0.0027637721755368783,1,0,0,0
22007,2009,340818.0,254792,1122.6000000000033,0.004405946811516858,1,0,0,0
22007,2010,331303.0,283082,1078.8000000000018,0.00381090991302874,1,0,0,0
22007,2011,338999.0,337527,807.00000000000068,0.0023909198375241113,1,0,0,0
22007,2012,328699.0,404230,319.399999999999,0.0007901442248224996,1,0,0,0
22007,2013,290197.0,462654,349.99999999999909,0.00075650486108409115,1,0,0,0
22007,2014,332389.0,538545,144.20000000000033,0.00026775849743289852,1,0,0,0
22007,2015,303470.0,579802,104.0,0.00017937157857337506,1,0,0,0
22007,2016,253688.0,539617,481.9999999999992,0.00089322612148987,1,0,0,0
22007,2017,330328.0,622892,632.60000000000025,0.0010155853663235364,1,0,0,0
22009,2004,455331.0,39134,117.20000000000006,0.0029948382480707329,1,0,0,0
