ano,id_microrregiao,sigla_uf,primeiro_ano_tratamento,tratado,pos_tratamento,pam_area_plantada,pam_area_colhida,pam_quantidade_produzida,pam_valor_producao,pam_produtividade,populacao_total,pib_total,pib_per_capita,pib_agropecuario,area_cafe,area_cana,area_citricos,area_outras_lavouras_temporarias,area_soja
2010,31018,MG,2002,1,1,70893,70893,5781870.0,188100.0,81.55769963183953,820245,23830720000,29053.173137294343,1012791000,65.76431720446882,449.2571842924217,62.291091687988676,1031.2618606034523,2476.158396939465
2011,31018,MG,2002,1,1,77062,77062,6295120.0,411298.0,81.68902961251979,829315,25226697000,30418.715445880032,1570747000,71.78976966369687,483.2268270320437,61.68250356878698,983.0087791331167,2458.9104274134206
2012,31018,MG,2002,1,1,83443,83443,6747011.0,372100.0,80.85772323622113,838094,29156054000,34788.52491486635,1554944000,87.73157360516356,471.79258639373785,61.891484755737594,690.5156346472739,2687.8415296410803
2013,31018,MG,2002,1,1,76334,76334,6301207.0,332963.0,82.54784237692247,873076,31721776000,36333.350132176354,1484895000,95.92958861480653,551.3327614812625,60.24417965747091,951.3251742772829,2410.77620126414
2014,31018,MG,2002,1,1,88299,88299,7206468.0,415809.0,81.61437841878164,882384,35164573000,39851.77995067907,1514639000,105.15790594592143,618.6215441682073,80.47492295367411,736.5709260706157,2694.7121601572917
2015,31018,MG,2002,1,1,62490,62490,5176090.0,286829.0,82.83069291086574,891313,37515198000,42089.81356717562,1576595000,118.2138583656584,648.444560375669,87.40617076965376,589.2259268292784,2825.2855261090604
2016,31018,MG,2002,1,1,63426,63426,5237265.0,372259.0,82.57284079084287,899809,40824896000,45370.624210249065,1984455000,122.12056930364628,648.8546906759025,105.82236355706824,538.6067778955044,2942.06797560035
2017,31018,MG,2002,1,1,75222,75222,6332563.0,488094.0,84.18498577543804,907877,42768225000,47107.95074663198,1759517000,119.76705984020602,625.577243133964,113.76381975262598,632.7024860090895,3003.0356023185236
2018,31018,MG,2002,1,1,53996,53996,4695040.0,384968.0,86.9516260463738,913018,46639991000,51083.320372654205,1632714000,121.5797026195032,642.2163885852578,127.34198314160244,485.7087978464917,3131.580292501931
2019,31018,MG,2002,1,1,63290,63290,5472193.0,430255.0,86.46220571970295,922210,47913554000,51955.144706737075,1590660000,123.29994166344908,655.623075950791,131.53904444189627,475.90254767516717,3165.0299545106272
2020,31018,MG,2002,1,1,69007,69007,5947491.0,516216.0,86.186778152941,931094,49151736000,52789.23073287982,2266561000,125.67896382586471,650.7099642931378,133.21490511859315,466.5674355266696,3253.790713337123
2021,31018,MG,2002,1,1,70422,70422,5631937.0,725465.0,79.97411320326034,939649,55244265000,58792.448031126514,3201709000,125.5375325528544,646.4131427737289,133.15226547674752,453.2678822731909,3279.847001290087
2003,31019,MG,2006,1,0,104,104,2980.0,87.0,28.653846153846153,192290,1257203000,6538.0571012533155,323656000,302.96948530017403,0.0,30.58186081597936,319.56724160815463,879.6314662819599
2004,31019,MG,2006,1,0,144,144,8240.0,214.0,57.22222222222222,197992,1549181000,7824.462604549679,445566000,335.16766410181026,0.0,36.81482328674324,350.55059811743257,976.572546721166
2005,31019,MG,2006,1,0,142,142,7800.0,198.0,54.929577464788736,201148,1669338000,8299.053433292898,453443000,398.55538667371036,0.0,42.6611236441652,333.20221726312207,1227.112890227087
2006,31019,MG,2006,1,1,162,162,8880.0,327.0,54.81481481481482,204279,1960910000,9599.175637241224,529406000,432.2344507119817,0.00677408984375,55.81263761053488,421.81974426324456,1253.547145198946
2007,31019,MG,2006,1,1,174,174,9550.0,353.0,54.88505747126437,194138,2114930000,10893.951725061554,542408000,448.0806384922558,0.0203229580078125,62.31528227038575,513.7589068853101,1233.0253375080947
2008,31019,MG,2006,1,1,202,202,10850.0,414.0,53.71287128712871,201631,2518785000,12492.05231338435,660034000,451.4343287642292,0.0390070286254883,65.1882780156859,648.9923774360949,1148.1965037012803
2009,31019,MG,2006,1,1,173,173,9340.0,357.0,53.98843930635838,203290,2712943000,13345.18667912834,771371000,464.237380144722,0.7935216074829101,66.66439317492664,675.9337946217017,1183.7775894919805
2010,31019,MG,2006,1,1,199,199,10690.0,408.0,53.71859296482412,197700,3448682000,17444.016186140616,1096472000,478.1320076024856,2.645278112792981,68.19969440600572,543.1970554551965,1348.256089172201
2011,31019,MG,2006,1,1,1121,1121,93550.0,4963.0,83.45227475468332,198772,4132180000,20788.541645704627,1319696000,584.6259187309565,2.8670510730590957,67.84722044598371,460.9081015601789,1448.8309541902672
2012,31019,MG,2006,1,1,1324,1324,111770.0,6356.0,84.41842900302115,199817,4933504000,24690.11145197856,1894481000,638.8505781724771,3.5222226130371213,67.33653131890853,328.67371628484665,1626.7662357733843
2013,31019,MG,2006,1,1,984,984,70860.0,4032.0,72.01219512195122,206976,4969725000,24011.117230983302,1502230000,702.7350661162487,3.2509901431884782,65.129937678955,453.24346681951783,1534.1737948072061
2014,31019,MG,2006,1,1,1320,1320,100920.0,5760.0,76.45454545454545,208163,5715102000,27454.936756291943,1722758000,733.4350558025848,3.1443645899047796,73.71132203985594,386.28147126696547,1686.920417522569
2015,31019,MG,2006,1,1,1057,1057,80752.0,5197.0,76.39735099337749,209297,5047081000,24114.445023101143,1007144000,812.3359754362103,1.3506659189453154,79.08067740112317,274.4732547368748,1806.3597849819273
2016,31019,MG,2006,1,1,1022,1022,77352.0,5325.0,75.68688845401174,210378,6005461000,28546.05044253677,1885230000,823.1444737124598,1.1307679081420987,84.32134745166044,234.41756341076456,1922.6221318085868
2017,31019,MG,2006,1,1,299,299,23311.0,1899.0,77.96321070234114,211405,6114243000,28921.94129750952,1483965000,815.1772530902051,0.2645393990478512,84.62858222296173,271.0228297684315,1948.7273422197745
2018,31019,MG,2006,1,1,235,235,14457.0,1317.0,61.51914893617021,210025,6762118000,32196.728960837994,1717483000,845.1386003501573,0.2891360731811513,90.7412337052615,286.58113171801483,1946.3642382056687
2019,31019,MG,2006,1,1,144,144,5882.0,593.0,40.84722222222222,210531,6501367000,30880.806152063116,1236676000,853.0442513630915,0.1390754462890626,94.42686073095734,348.55568372722894,1909.3947425831175
2020,31019,MG,2006,1,1,149,149,6579.0,684.0,44.15436241610738,211523,7626064000,36053.11951891756,2214897000,856.226904535396,0.0542963193969727,99.79279211285453,381.0523118930646,1904.7407103035696
2021,31019,MG,2006,1,1,77,77,2908.0,496.0,37.76623376623377,212478,9164919000,43133.49617372151,3097280000,854.6629886686362,0.0526004879150391,99.5268661696173,368.2221434918185,1921.6352621594638
2003,31020,MG,2017,1,0,654,654,36950.0,1485.0,56.49847094801223,242585,1483186000,6114.0878454974545,255673000,253.1374991038153,0.0,12.981671844787616,236.90038339343272,396.38529364538437
2004,31020,MG,2017,1,0,687,687,46870.0,1847.0,68.22416302765647,249333,1773613000,7113.430632928654,333182000,251.29707946221657,0.0,13.45611247967529,245.04749311486768,450.97533416991985
2005,31020,MG,2017,1,0,853,853,60260.0,2018.0,70.64478311840563,253068,1931625000,7632.829911328181,352062000,263.76827626818283,0.0,13.819035055603013,228.14275084582223,522.0107042343164
2006,31020,MG,2017,1,0,832,832,59375.0,2144.0,71.3641826923077,256774,2121709000,8262.94328865072,363916000,269.3737680866044,0.0050790873413086,14.651313858825636,287.0514133901939,511.05795701465365
2007,31020,MG,2017,1,0,805,805,57020.0,1935.0,70.83229813664596,245875,2264268000,9209.020843924758,357816000,269.4199894565401,0.0050790873413086,15.154809984985294,338.314519864744,500.2345265213068
2008,31020,MG,2017,1,0,805,805,56420.0,2118.0,70.08695652173913,255396,2647303000,10365.483406161413,480238000,267.83527432354316,0.0110183558959961,15.164419971130329,395.77756414977677,473.41215287249827
2009,31020,MG,2017,1,0,1012,1012,77806.0,2977.0,76.88339920948617,257526,2875291000,11165.051295791493,490394000,272.0743380029864,0.12970989288330081,15.286017077392554,467.6872153771369,427.6520802431014
2010,31020,MG,2017,1,0,1472,1472,118720.0,4769.0,80.65217391304348,253241,3394464000,13404.085436402478,555382000,278.6899733148147,3.6486393613890558,16.12957138415529,352.0620282009235,583.11394793164
2011,31020,MG,2017,1,0,1427,1427,116390.0,7725.0,81.56271899088998,254836,4050818000,15895.78395517117,759049000,297.9588942399244,4.876924346496702,16.035589770324666,362.0735769152216,590.274784456482
2012,31020,MG,2017,1,0,1327,1327,109390.0,6891.0,82.43406179351922,256387,4513146000,17602.86597994438,765548000,317.64039630535535,4.902340965454232,16.16024133862298,275.6222529190039,706.7986310392433
2013,31020,MG,2017,1,0,1329,1329,109390.0,8182.0,82.31000752445448,265815,5152665000,19384.402686078665,782987000,345.8118222852717,4.653013260315037,15.5806944869385,348.5765165081158,670.9954238579046
2014,31020,MG,2017,1,0,962,962,78680.0,4840.0,81.78794178794179,267542,5760259000,21530.298046661832,841820000,355.48911397032936,4.136499336364584,20.423475261230497,287.3522512584193,809.5270114675841
2015,31020,MG,2017,1,0,1065,1065,89294.0,6092.0,83.84413145539907,269200,6257095000,23243.294947994058,853260000,373.44731588647005,2.1941051401977605,22.040359338256852,321.7166902584851,826.6826311633332
2016,31020,MG,2017,1,0,1065,1065,89294.0,6711.0,83.84413145539907,270777,7115990000,26279.89083267781,1149287000,370.6946859919977,2.6782721593628,23.01439483947755,224.40638730730882,967.5825779949531
2017,31020,MG,2017,1,1,414,414,28213.0,2945.0,68.14734299516908,272273,7274876000,26719.05036489112,943419000,363.8968862953414,2.8564820342407113,24.51246289575201,245.4628420416234,994.5833539934362
2018,31020,MG,2017,1,1,442,442,28015.0,3009.0,63.38235294117647,271028,7703214000,28422.2072996148,872591000,366.6610182117277,2.8878924584960872,24.832897580383396,212.85000848180928,1040.694352916109
2019,31020,MG,2017,1,1,442,442,28021.0,2799.0,63.39592760180995,273103,8308743000,30423.477589041497,903053000,370.76799876141274,2.7928248105468834,26.399542665466406,279.52882216912684,990.0862630860432
2020,31020,MG,2017,1,1,474,474,30066.0,2918.0,63.43037974683544,274609,9378660000,34152.7772214312,1562014000,370.3045101426985,2.319272795776411,28.749788071716463,240.9804792709939,1052.0300732992926
2021,31020,MG,2017,1,1,365,365,22741.0,3379.0,62.3041095890411,276058,10945789000,39650.32348274638,2237370000,369.10727170495306,2.135940697509768,28.67537113470475,221.6719294255961,1076.8210578448115
2003,31021,MG,2006,1,0,46883,46883,3479801.0,88302.0,74.22308725977433,157157,2620086000,16671.774085786823,345293000,0.5903113631591796,320.9858372926645,27.051959231872452,184.86747124726054,658.6085255497095
2004,31021,MG,2006,1,0,49614,49614,3981041.0,109845.0,80.24027492240093,159120,3101619000,19492.326546003016,405666000,0.6654001774902342,417.4796101355586,26.59837235833736,120.35811167803958,813.6509556860057
2005,31021,MG,2006,1,0,52889,52889,4235520.0,116387.0,80.0831931025355,160208,3304109000,20623.87021871567,381034000,0.7868393307495117,486.33786688507604,28.405274593688784,114.25829133789027,831.8724001554313
2006,31021,MG,2006,1,1,74938,74938,6004540.0,176480.0,80.12677146441058,161284,3724278000,23091.428784008334,418909000,0.8828213822021482,628.6904332887057,30.522926780822498,217.1366863303261,710.5019787951089
2007,31021,MG,2006,1,1,84248,84248,6975940.0,216459.0,82.80244041401576,172124,4012881000,23313.895796054006,466252000,0.8600583063354492,1054.809193399634,30.60163476232891,274.02242463238406,508.95629442962064
2008,31021,MG,2006,1,1,112649,112649,9399920.0,260123.0,83.44432706903746,179948,4128518000,22942.839042390024,468020000,0.7791427042846678,1496.1968800668105,34.12825496160847,281.62068634637586,339.78019857158336
2009,31021,MG,2006,1,1,151379,151379,12563440.0,353907.0,82.99328176299223,182433,4224388000,23155.832552224652,560525000,0.704156316040039,1730.9845832845965,40.4661660321043,202.31935568267576,386.40457756162016
2010,31021,MG,2006,1,1,160899,160899,13325040.0,476480.0,82.81617660768556,179512,4581279000,25520.73956058648,559230000,1.050682864624023,1856.7666342696828,44.28333966900607,150.75043913323972,405.8440279393689
2011,31021,MG,2006,1,1,167899,167899,14125040.0,1040609.0,84.12819611790421,181454,5798636000,31956.506883287224,1059630000,1.242067032592773,1958.3600524815547,44.70932587390116,128.06389601178006,407.4600644280797
2012,31021,MG,2006,1,1,185010,185010,15444850.0,841438.0,83.48116318036863,183338,5593384000,30508.59069041879,777486000,1.8063458131713854,2151.2240606608525,46.95640857672076,99.49408881597884,447.2686386045894
2013,31021,MG,2006,1,1,196310,196310,15563350.0,862222.0,79.27945596250828,190941,5564026000,29140.02754777654,875777000,2.006018657165526,2351.6501657503472,46.772000156798974,127.72522881683415,359.20356207114855
2014,31021,MG,2006,1,1,221155,221155,17718400.0,942631.0,80.11756460401077,192936,5448767000,28241.31836463905,888997000,3.0285748751831054,2500.9087201410466,69.34470189440748,85.25470090551735,486.67187583945537
2015,31021,MG,2006,1,1,216636,215886,17166760.0,969828.0,79.51770842018473,194851,6247309000,32061.980692939735,790646000,4.125603360046388,2610.3174193359355,80.86983909399265,89.17750068707217,445.8886894493854
2016,31021,MG,2006,1,1,212831,212631,16980213.0,1072818.0,79.85765481044626,196674,7315658000,37196.874014867244,1081692000,4.390203990722657,2609.8670355779855,87.04892405993452,71.38885505657957,521.7070525961643
2017,31021,MG,2006,1,1,205812,205812,16448056.0,1204396.0,79.91786679105203,198405,7435011000,37473.909427685794,1179280000,4.590144787231445,2601.405491291188,88.0031394562962,82.29181732000727,548.1354541874716
2018,31021,MG,2006,1,1,227190,227190,18254680.0,1469210.0,80.34983934152031,199432,7726102000,38740.53311404389,1142947000,4.418122359313962,2601.101255647014,83.41512337737767,69.54337247155756,562.0609320972603
2019,31021,MG,2006,1,1,231390,231390,18606025.0,1407233.0,80.40980595531354,201398,7971165000,39579.16662528923,1042715000,4.37853245220947,2511.452426699442,85.01128591283899,70.2862917705688,577.7766417372677
2020,31021,MG,2006,1,1,242205,242205,19539704.0,1493421.0,80.67423876468281,203298,8555111000,42081.6289387992,1243492000,4.07861175830078,2493.0396090154695,85.7601063188453,81.61747498901352,591.6641206930777
2021,31021,MG,2006,1,1,227443,227443,15802851.0,1979416.0,69.4804896171788,205126,8804632000,42923.04242270604,1688531000,4.032255287597656,2497.2692516142874,85.75758436108164,84.64303372039781,594.143917470849
2003,31022,MG,2006,1,0,52006,52006,4528624.0,108687.0,87.07887551436373,305564,4014853000,13139.155790603605,352419000,1.4257128917846653,642.0115032369259,0.9172896627197273,359.08769826336385,1582.3841287978757
2004,31022,MG,2006,1,0,61436,61436,5754180.0,143855.0,93.66137118301972,315478,4567289000,14477.361337399121,457691000,1.4459445565185534,796.4558344934793,0.877674089294434,333.2003825450473,1730.603493708317
2005,31022,MG,2006,1,0,63410,63410,5715050.0,142877.0,90.12852862324554,320963,4549613000,14174.883086212429,454923000,1.2253327978515611,879.9988238904712,0.901244490722657,275.40020427313095,1886.6635589884822
2006,31022,MG,2006,1,1,107740,107740,9027700.0,298646.0,83.79153517727863,326409,5131197000,15720.145584221023,530115000,1.2075771416625962,989.5243686022511,0.9384635489501961,425.996718097905,1731.9968726132665
2007,31022,MG,2006,1,1,110740,110740,9282700.0,307573.0,83.82427307206068,333696,6202493000,18587.256065400845,556783000,1.108024850097654,1265.5546670944955,0.8839748218383792,525.867399182623,1476.8941671595517
2008,31022,MG,2006,1,1,154250,154250,13075500.0,339003.0,84.76823338735818,340748,7130963000,20927.380351462078,615801000,1.1258154169311514,1538.5100403581416,0.9159689180908202,646.1508673814143,1205.706191211443
2009,31022,MG,2006,1,1,143831,143831,13676880.0,332459.0,95.08993193400588,345591,7502183000,21708.27075936584,615270000,1.1173576936035143,1673.5166513317504,0.824155763916016,466.2977012707513,1371.3848661490467
2010,31022,MG,2006,1,1,149000,149000,14145000.0,495075.0,94.93288590604027,346024,8497854000,24558.568191801725,697378000,1.1603517838745097,1754.3912000026485,0.6532124835815434,388.3875203370385,1434.2929429085282
2011,31022,MG,2006,1,1,149000,149000,14145000.0,707250.0,94.93288590604027,350273,9574555000,27334.550479197653,964740000,1.1881798486328106,1856.1982892085384,0.5345089093627933,392.97898990716476,1350.6626734135864
2012,31022,MG,2006,1,1,167000,167000,15605000.0,799804.0,93.44311377245509,354385,10946217000,30887.924150288527,1026074000,1.4678541370239246,1932.0927461753838,0.460457893188477,254.1030839816874,1468.7704811840852
2013,31022,MG,2006,1,1,167000,167000,15605000.0,808337.0,93.44311377245509,369623,12465658000,33725.33094531455,1033264000,1.76239283477783,2149.8603217173873,0.32063591680908227,411.9546305589612,1137.0325275134662
2014,31022,MG,2006,1,1,203030,203030,16741645.0,860583.0,82.4589715805546,373951,13163486000,35201.09853964824,990444000,2.045061779785158,2231.7610542528428,1.8577553695068363,259.8557633286124,1336.0296702286728
2015,31022,MG,2006,1,1,195244,195244,16083666.0,841650.0,82.3772612730737,378103,14305531000,37835.010565904,851309000,2.433988080810556,2340.647454640475,2.883942592529295,301.6645073895886,1241.5077025731255
2016,31022,MG,2006,1,1,208717,208717,17220818.0,1084192.0,82.50797970457606,382056,15654024000,40973.11388906338,1378082000,2.3511996613769637,2331.0451796310035,3.05351264727783,163.88763966333008,1507.0747204681
2017,31022,MG,2006,1,1,204198,204198,17383060.0,1323182.0,85.12845375566852,385809,15545658000,40293.663444865204,1482877000,2.178310839355478,2305.540800927191,3.0907580416870086,175.67165109228435,1581.219600742934
2018,31022,MG,2006,1,1,223300,223300,18260800.0,1237584.0,81.7769816390506,388970,17063199000,43867.64789058282,1255584000,2.2290533728027433,2356.532009071543,2.9973628947753883,157.70671714239506,1580.9931648523993
2019,31022,MG,2006,1,1,225735,225735,18475571.0,1351760.0,81.84628435997962,393297,17960138000,45665.58605837319,1166707000,2.245960533752451,2347.7023509178134,3.451075996948241,164.73266063030937,1558.249702378172
2020,31022,MG,2006,1,1,246967,246967,20440647.0,1524581.0,82.76671377147554,397481,20157406000,50712.87935775547,1640042000,2.253559157775889,2321.8783954124465,3.6036296688842753,166.2809300555416,1601.289639039432
2021,31022,MG,2006,1,1,258337,258337,20125965.0,2555356.0,77.90585552979248,401509,23783962000,59236.43554689932,2595968000,2.240050807922372,2314.444976830899,3.60193397528076,159.5890124520265,1621.4238755187214
2003,31023,MG,2002,1,1,1095,1095,87400.0,3272.0,79.81735159817352,178438,2277625000,12764.237438213833,396085000,82.04313550726309,1.4565511654052754,5.079544073974613,409.3366750846003,1690.6249036029583
2004,31023,MG,2002,1,1,2070,2070,166650.0,5160.0,80.5072463768116,181593,2826973000,15567.632012247168,600477000,91.78183349584997,2.420199589721681,5.664485887695315,464.55097277765225,1806.9852572534485
2005,31023,MG,2002,1,1,3922,3922,322900.0,9071.0,82.33044365119837,183337,2973834000,16220.588315506417,519178000,110.05234793994158,7.364085893737854,8.056341144653322,432.2881701141413,2059.9668975306695
2006,31023,MG,2002,1,1,7194,7194,628600.0,22060.0,87.3783708646094,185072,3156819000,17057.24798997147,501520000,117.65043986938502,21.602939910034166,9.458633307556145,630.1407993289796,1935.314182642628
2007,31023,MG,2002,1,1,15780,15780,1485000.0,52445.0,94.10646387832699,191527,4059974000,21197.919875526688,637421000,124.88012884625275,48.93983576409947,11.45298263702391,831.1526700228882,1775.011204844971
2008,31023,MG,2002,1,1,24829,24829,2373450.0,88489.0,95.59184824197511,199946,5205161000,26032.833865143588,861898000,128.1434576311653,132.90175703851278,11.300850625122035,1007.8459899775921,1586.0938454267225
2009,31023,MG,2002,1,1,39120,39120,3579790.0,124004.0,91.50792433537832,202466,4721958000,23322.226941807512,839942000,133.9298791318371,206.22958548822058,11.15638384185788,964.635105284909,1612.9887634383233
2010,31023,MG,2002,1,1,41310,41310,3793790.0,137281.0,91.83708545146453,204412,5343582000,26141.234369802165,950736000,145.82015226080395,270.2620306701674,11.440252733947721,715.930546258488,1829.834180865887
2011,31023,MG,2002,1,1,58604,58604,5265819.0,394103.0,89.85425909494232,206769,6335327000,30639.6365025705,1322864000,183.05043324414018,314.6642609520933,11.289969522888148,738.795745566407,1777.405399432033
2012,31023,MG,2002,1,1,69179,69179,6426350.0,353385.0,92.89452001329883,209055,7566847000,36195.484441893284,1232439000,205.34818764654494,375.8749699290824,10.989319725097623,517.2241688466137,1993.1161117053412
2013,31023,MG,2002,1,1,69189,69189,6427350.0,339783.0,92.89554698001128,217880,8238304000,37811.198825041305,1341974000,234.63574741815108,478.11269164337165,10.807759469726525,732.9322988225689,1810.3474133962702
2014,31023,MG,2002,1,1,62425,62425,4995700.0,259969.0,80.02723267921506,220293,9355228000,42467.20504055962,1157998000,249.17376201916423,534.4682375773285,14.944199609924304,585.460023837889,2015.49536388499
2015,31023,MG,2002,1,1,59006,59006,4721240.0,266555.0,80.01288004609701,222607,9741832000,43762.469284434,1235728000,267.6534103151852,556.5629994270674,15.639418650390606,548.1449907862551,2103.423603771818
2016,31023,MG,2002,1,1,54522,54522,4463020.0,288956.0,81.85723194306885,224808,10295386000,45796.35066367745,1639023000,269.79669721655364,521.259048245242,16.28543238653563,325.3522445073849,2474.2617599731275
2017,31023,MG,2002,1,1,60097,60097,4963873.0,424774.0,82.59768374461288,226898,10813164000,47656.49763329778,1547715000,267.84203931390437,520.2947584539245,16.296173077941834,346.40870190814127,2533.6338669427087
2018,31023,MG,2002,1,1,64450,64450,5252655.0,574905.0,81.49968968192397,228405,12268497000,53713.784724502526,1605077000,275.1204005004877,524.5603373804904,17.98382653308099,308.3170267136232,2609.3234970869717
2019,31023,MG,2002,1,1,63811,63811,5205313.0,441953.0,81.57391358856623,230801,12564462000,54438.50763211598,1437320000,277.72557066046056,476.69875875567914,18.764573221496494,413.60540682226434,2562.676494846275
2020,31023,MG,2002,1,1,66389,66389,5449700.0,462806.0,82.08739399599331,233114,13316075000,57122.58808994741,2244413000,280.70326666833404,449.4585909998806,20.117620761169402,409.9132609526986,2628.5608414873564
2021,31023,MG,2002,1,1,65341,65341,5068194.0,646331.0,77.56529590915352,235342,17664848000,75060.32922300312,3295138000,280.3336463912955,442.9593947910782,20.078782957153287,370.5307770215454,2685.336656564566
2003,31024,MG,0,0,0,9120,9120,635461.0,17081.0,69.67774122807018,91659,888418000,9692.64338471945,90952000,0.0848322250976563,0.2569302717285155,0.5721756509399406,23.930064151611194,41.16347288647428
2004,31024,MG,0,0,0,9720,9720,714661.0,19640.0,73.52479423868313,93676,1114053000,11892.619240787395,109201000,0.2756727366333011,5.997358992614577,0.5170657610473619,19.708875224731294,45.32330321252425
2005,31024,MG,0,0,0,9720,9720,714661.0,26946.0,73.52479423868313,94792,1263148000,13325.470503839986,116261000,0.7402864485473598,11.04743517144771,0.6127963782348615,23.19984221392799,44.18947697247323
2006,31024,MG,0,0,0,9920,9920,724661.0,28854.0,73.05050403225806,95900,1608262000,16770.19812304484,122047000,1.0149747462768453,12.00709038977051,0.5729989534301742,27.29924132019058,41.71610370562756
2007,31024,MG,0,0,0,9970,9970,727161.0,39487.0,72.93490471414243,93984,1706987000,18162.527664283283,165587000,1.6905988339844125,11.77253398773192,0.5687644906005843,31.427492459900087,41.950339659851146
2008,31024,MG,0,0,0,10120,10120,746661.0,47415.0,73.78073122529645,97652,1579439000,16174.15925941097,209380000,1.8533720474853983,9.280840746459923,0.4806805750122053,43.98139627478036,40.208452868713266
2009,31024,MG,0,0,0,13255,13255,928911.0,58702.0,70.08004526593739,98493,1657974000,16833.41963388261,182851000,1.9669319890747607,10.50774927124024,0.4696408647460921,43.85754228723152,43.348122089416705
2010,31024,MG,0,0,0,13255,13255,928911.0,61710.0,70.08004526593739,96839,1721995000,17782.04029368333,237796000,2.105941410705645,13.598289615844799,0.5035516396484356,41.5669118135381,50.30124421044951
2011,31024,MG,0,0,0,13260,13260,927851.0,71801.0,69.9736802413273,97469,1820078000,18673.403851480984,233308000,2.2602535879517758,15.093318594055349,0.5018549306030257,44.69513142968808,47.041563841980306
2012,31024,MG,0,0,0,15880,15880,881218.0,61442.0,55.492317380352645,98083,1880078000,19168.235066219426,225689000,2.312834447876091,17.272925459472624,0.5035503989257796,36.989550435485924,55.16069198376488
2013,31024,MG,0,0,0,16660,16660,1131896.0,69132.0,67.94093637454982,101708,2215931000,21787.184882211823,292577000,2.5246437764283423,16.08186525311277,0.4772590253295882,40.188252511108544,56.9947254061277
2014,31024,MG,0,0,0,17655,17655,1233831.0,76414.0,69.8856414613424,102388,2394540000,23386.920342227604,322831000,2.5855420804444558,18.12377702502441,1.0693216872558573,30.479797402771464,71.62461437707401
2015,31024,MG,0,0,0,16494,16494,1153374.0,86289.0,69.92688250272826,103040,2760723000,26792.730978260868,343127000,2.964359314697384,22.21572353588863,1.133620053161619,36.5181725399171,74.75342568286003
2016,31024,MG,0,0,0,16432,16432,1147465.0,93765.0,69.83112220058423,103660,2935172000,28315.3771946749,478402000,2.9617061928712105,29.542645657104703,1.2647755201415993,24.428327146667662,106.16181930120766
2017,31024,MG,0,0,0,18215,18215,1092023.0,66901.0,59.95185286851496,104248,3215868000,30848.24648914128,453142000,2.947306380005001,31.014570482971497,1.1985027113037108,32.587726002747004,109.44272310418596
2018,31024,MG,0,0,0,17487,17487,1007690.0,70897.0,57.62509292617373,103818,4414086000,42517.54031092874,492138000,2.9286592160035347,35.078330288757705,1.1874912612915038,42.61025874011246,99.31284390972792
2019,31024,MG,0,0,0,17538,17538,1029505.0,74542.0,58.70139126468241,104433,4294905000,41125.937203757436,525140000,3.029387184021113,51.796326674316106,1.1900326718139649,43.79153106298841,87.72038497582886
2020,31024,MG,0,0,0,18248,18248,1108271.0,83106.0,60.73383384480491,105028,5001488000,47620.52024222112,627604000,3.083574038086054,50.06166008361799,3.6207229741820988,41.50743887261968,102.76218631432906
2021,31024,MG,0,0,0,19643,19643,1174993.0,154110.0,59.81739041897877,105600,5573940000,52783.52272727273,871007000,3.083571767273066,49.795116213500805,3.6164975315551446,47.96613802551267,105.88436575439263
2003,31025,MG,2006,1,0,1730,1730,154100.0,5700.0,89.07514450867052,146025,595386000,4077.2881355932204,82048000,0.3490507229614257,0.0,0.0355963290405273,16.543616022094625,25.63513022100824
2004,31025,MG,2006,1,0,1655,1655,147350.0,4421.0,89.03323262839879,147571,772356000,5233.792547316207,174643000,0.2260245858764648,0.0,0.026275035949707,17.51222987634268,22.713079026122898
2005,31025,MG,2006,1,0,1655,1655,120350.0,4814.0,72.7190332326284,148427,772713000,5206.013730655473,124444000,0.18021375726318362,0.0,0.026275035949707,17.05134858868402,20.73415498364231
2006,31025,MG,2006,1,1,2070,2070,129550.0,6257.0,62.58454106280193,149274,859733000,5759.428969545936,115849000,0.1453683048706055,0.0,0.026275035949707,19.94141509893788,18.778379898559262
2007,31025,MG,2006,1,1,2720,2720,173900.0,4421.0,63.93382352941177,145426,1055388000,7257.216728783023,280937000,0.0977881995239258,0.0,0.026275035949707,21.69954653991685,19.659089975524672
2008,31025,MG,2006,1,1,3350,3350,229650.0,33920.0,68.55223880597015,150211,1099591000,7320.309431399831,207586000,0.0824963153076172,0.0,0.026275035949707,22.99700223754872,21.827541249633455
2009,31025,MG,2006,1,1,3300,3300,226650.0,5739.0,68.68181818181819,150746,1180739000,7832.63900866358,190936000,0.0663495731811523,0.0618925339355469,0.026275035949707,26.188785883483952,18.745752840393045
2010,31025,MG,2006,1,1,3300,3300,226850.0,55704.0,68.74242424242425,150701,1454533000,9651.78067829676,324272000,0.0510467329711914,0.0618925339355469,0.026275035949707,25.40616616723641,20.400895252197213
2011,31025,MG,2006,1,1,3300,3300,226850.0,33644.0,68.74242424242425,151238,1620546000,10715.203850884038,386090000,0.030632629272461,0.0763101787719727,0.026275035949707,27.000820182128887,16.359152643981844
2012,31025,MG,2006,1,1,1590,1590,102250.0,8111.0,64.30817610062893,151761,1954457000,12878.5195142362,452578000,0.0408016080322266,0.0262873682861328,0.026275035949707,23.104281199645953,17.798983893737727
