id_microrregiao,ano,total_valor_producao,avg_precipitacao_jan,avg_precipitacao_feb,avg_precipitacao_mar,avg_precipitacao_apr,avg_precipitacao_may,avg_precipitacao_jun,avg_precipitacao_jul,avg_precipitacao_aug,avg_precipitacao_sep,avg_precipitacao_oct,avg_precipitacao_nov,avg_precipitacao_dec,avg_pressao_jan,avg_pressao_feb,avg_pressao_dec,treatment
26009,2009,5701.0,0.014247311827956998,0.21696428571428555,0.081451612903225792,0.055555555555555539,0.13387096774193563,0.11694444444444445,0.11881720430107537,0.12661290322580657,0.023333333333333324,0.00055325034578146642,0.026666666666666672,0.018010752688172035,964.78790322580664,964.151636904762,965.0188172043014,1
26009,2010,106012.0,0.15040431266846366,0.0244047619047619,0.043817204301075323,0.12611111111111109,0.050067294751009406,0.37611111111111117,0.055913978494623665,0.069986541049798151,0.044999999999999991,0.010483870967741924,0.0038888888888888909,0.066129032258064532,965.10431266846274,964.64032738095261,963.0499999999995,0
26009,2011,108797.0,0.094892473118279558,0.056269113149847123,0.1050477489768078,0.25138888888888927,0.25902964959568742,0.14638888888888887,0.20322580645161281,0.084677419354838773,0.02166666666666666,0.034185733512785969,0.032499999999999987,0.0048387096774193542,963.35967741935383,964.09587155963391,964.94516129032274,0
26009,2012,4958.0,0.088290713324360781,0.072988505747126411,0.016958277254374175,0.0049999999999999975,0.028763440860215039,,,0.0062162162162162082,0.0027777777777777788,0.0075268817204301062,0.00222222222222222,0.013440860215053772,965.196904441453,964.77959770114967,964.55887096774131,0
26009,2013,2673.0,0.040860215053763443,0.0099827882960413089,,0.15909090909090923,0.049731182795698978,0.1044692737430168,0.15800807537012121,0.084139784946236543,0.03027777777777782,0.017473118279569919,0.019193324061196122,0.024193548387096777,965.37876344086,964.67607573149746,964.92956989247352,0
26009,2014,2846.0,0.0094086021505376417,0.1178571428571429,0.040322580645161268,0.071666666666666656,0.26962365591397841,0.055277777777777773,0.075537634408602172,0.080376344086021553,0.075938803894297718,0.075806451612903336,0.083888888888888985,0.010752688172043019,965.58897849462357,964.62098214285743,965.89623655914136,0
26009,2015,967.0,0.013728129205921936,0.015476190476190468,0.062096774193548407,0.023055555555555558,0.039260312944523472,0.080813953488372073,0.11671232876712333,0.024731182795698928,0.00916666666666667,0.009677419354838717,0.00636758321273517,0.053781512605042082,966.51682368775278,965.60788690476272,966.63851540616224,0
26009,2016,2397.0,0.15226586102719045,0.058064516129032295,0.041988950276243039,0.098333333333333411,0.13682795698924724,0.065000000000000044,0.023387096774193577,0.020698924731182813,0.0083333333333333436,0.00080645161290322548,0.001666666666666667,0.006182795698924725,965.479003021148,966.04858870967723,964.99932795698862,0
26009,2017,5854.0,0.010215053763440863,0.0080357142857142815,0.021505376344085995,0.1019444444444445,0.11102150537634414,0.12972222222222235,0.17930107526881742,0.027688172043010727,0.050277777777777755,0.066397849462365627,0.0086592178770949733,0.01318373071528752,965.21034946236591,964.79122023809532,964.78232819074242,0
26009,2018,2757.0,0.00569620253164557,0.075159235668789862,0.10569948186528497,0.30083333333333367,0.06048387096774191,0.045277777777777792,0.021265141318977117,0.0016129032258064523,0.00027777777777777794,0.0,0.0,,964.7205696202526,964.05,965.79233870967721,0
26009,2019,1766.0,,,,,,,0.0013440860215053771,0.0061827956989247293,0.00027777777777777783,0.00026881720430107543,0.0,0.0,966.25618279569858,965.01369047618994,964.85833333333312,0
26009,2020,20893.0,,,,,,,,,,,0.0018461538461538459,0.011221122112211225,965.08709677419313,965.09827586206939,965.29405940594063,0
26009,2021,3989.0,0.004375000000000003,0.0,0.045679012345679046,0.12430769230769241,0.084887459807073989,0.029042904290429029,0.046302250803858518,0.05800000000000001,0.0097087378640776673,0.0018808777429467085,0.0,0.088495575221238937,964.61406249999993,964.23716216216212,963.76017699115073,0
26009,2022,6206.0,0.0970930232558139,0.0090361445783132543,0.01095890410958905,0.0044943820224719105,0.011585365853658538,0.23463203463203469,0.11743869209809277,0.12422192151556166,0.00893854748603352,0.024054054054054079,0.0754189944134079,0.039729729729729719,964.80523255814046,964.32650602409649,964.675405405405,0
26011,2007,115746.0,,,,,,,0.14292134831460659,0.21919999999999987,0.087015177065767182,0.011574697173620448,0.0041269841269841257,0.012113055181695824,,,920.80444145356626,0
26011,2008,111513.0,0.00430107526881721,0.03988439306358383,0.30417227456258455,0.10722222222222234,0.24139784946236542,0.14225941422594157,0.1846774193548387,0.12311827956989249,0.040947075208913608,0.0325268817204301,0.0,0.057258064516129,920.56881720430135,921.23988439306311,920.395430107527,1
26011,2009,114256.0,0.020726783310901751,0.070238095238095266,0.020967741935483862,0.19944444444444426,0.20000000000000007,0.16805555555555562,0.1357526881720432,0.18145161290322587,0.018611111111111134,0.037950138504155129,0.021944444444444433,0.069354838709677374,921.19663526244949,920.67232142857108,921.42889784946192,0
26011,2010,100776.0,0.13009446693657226,0.067857142857142852,0.14158815612382239,0.25500000000000012,0.052150537634408613,0.52000000000000024,0.16021505376344081,0.11682368775235531,0.13277777777777766,0.098924731182795655,0.0019444444444444459,0.013440860215053772,921.63589743589694,921.39672619047633,919.38158602150565,0
26011,2011,126489.0,0.0755376344086022,0.0926974664679582,0.17650273224043725,0.13666666666666674,0.18792134831460694,0.066268656716417934,0.1775000000000001,0.0527736131934033,0.09885714285714288,0.019086021505376347,0.037500000000000019,0.0,919.93198924731166,920.64724292101323,921.16733870967789,0
26011,2012,170237.0,0.025268817204301072,0.037931034482758683,0.0053835800807536995,0.045277777777777743,0.079301075268817148,0.09179415855354657,0.14005376344086015,0.12692828146143445,0.023055555555555551,0.015322580645161296,0.0013888888888888892,0.0072580645161290326,921.54112903225882,921.30143678160846,920.89489247311815,0
26011,2013,145585.0,0.01908602150537634,0.0062499999999999951,0.0162534435261708,0.13490959666203051,0.085752688172042929,0.14707520891364911,0.20860215053763431,0.11021505376344091,0.033333333333333326,0.076075268817204264,0.035555555555555562,0.11197411003236243,921.67526881720448,921.41562499999952,921.03780290791644,0
26011,2014,167262.0,0.016666666666666646,0.029774436090225554,0.002352941176470588,0.20277777777777789,0.18225806451612908,0.14346504559270509,0.19583333333333341,0.14758064516129055,0.087777777777777871,0.18064516129032249,0.023055555555555548,0.023655913978494633,922.04838709677483,921.07548872180428,922.155107526881,0
26011,2015,166794.0,0.0061911170928667519,0.0982142857142857,0.022849462365591395,0.0086111111111111215,0.056910569105691089,0.094736842105263119,0.22795180722891567,0.096236559139784933,0.0152777777777778,0.014247311827956979,0.0025000000000000044,0.06854838709677416,922.89865410498089,922.13125000000048,922.96478494623659,0
26011,2016,96686.0,0.12204301075268809,0.056321839080459762,0.045430107526881695,0.079999999999999974,0.10053763440860211,0.073611111111111072,0.088709677419354857,0.050806451612903231,0.017222222222222236,0.01372812920592194,0.0033333333333333292,0.0037634408602150557,921.958333333333,922.66522988505767,921.43413978494584,0
26011,2017,124284.0,0.0067204301075268853,0.0026785714285714303,0.0032258064516129,0.066944444444444348,0.38655913978494616,0.23416666666666683,0.32741935483870965,0.16236559139784917,0.17333333333333339,0.022311827956989265,0.0050000000000000036,0.014342629482071722,921.84825268817178,921.43497023809618,921.21513944223079,0
26011,2018,104861.0,0.0045454545454545452,0.036158192090395488,0.10618892508143324,0.21666666666666659,0.13817204301075275,0.07916666666666676,0.082258064516129159,0.052419354838709666,0.043333333333333252,0.0072580645161290369,0.0086111111111111128,0.054301075268817195,921.04090909090917,920.3983050847462,922.27110215053813,0
26011,2019,128673.0,0.04596774193548385,0.016071428571428591,0.10860215053763446,0.053888888888888951,0.062903225806451621,0.17166666666666661,0.20779569892473129,0.18333333333333326,0.042777777777777762,0.0094086021505376347,0.00055555555555555566,0.019354838709677413,923.01706989247293,921.63973214285591,921.33346774193524,0
26011,2020,190910.0,0.030913978494623649,0.08620689655172413,0.36290322580645173,0.19138888888888902,0.18198924731182803,0.22027777777777777,0.15591397849462357,0.10618279569892475,0.066666666666666721,0.0091397849462365628,0.081666666666666693,0.014784946236559161,921.65833333333342,921.85790229884867,921.765860215054,0
26011,2021,357056.0,0.04086021505376345,0.0032738095238095256,0.14462365591397836,0.29638888888888909,0.21290322580645166,0.11333333333333352,0.15298913043478266,0.23073770491803278,,,,,921.33561827957078,920.92752976190422,,0
26011,2022,226635.0,,,0.2,,,0.49540740740740713,0.41612903225806464,0.17446236559139813,0.037499999999999964,0.05134408602150542,0.20366197183098586,0.070358306188925135,,,921.211563517915,0
26015,2008,277418.0,,,,,,,,,0.020994475138121541,0.0682795698924732,0.006397774687065377,0.015053763440860209,,,992.49690860215094,0
26015,2009,370695.0,0.040591397849462432,0.16904761904761884,0.040860215053763436,0.33194444444444388,0.382258064516129,0.33805555555555555,0.30403225806451573,0.26209677419354838,0.071388888888888918,0.014127423822714704,0.040555555555555588,0.085483870967741918,993.19072580645127,992.50714285714253,993.452822580644,1
26015,2010,430590.0,0.17439353099730454,0.16041666666666671,0.0846774193548386,0.18666666666666662,0.0080645161290322526,0.0024999999999999996,0.10806451612903224,0.16983695652173927,0.15111111111111111,0.025000000000000005,0.010000000000000004,0.015860215053763459,993.51105121293722,993.04613095238051,991.29879032258145,0
26015,2011,491656.0,0.10134408602150537,0.14821428571428563,0.08719346049046317,0.30027777777777809,0.76129032258064544,0.24916666666666656,0.461559139784946,0.11989247311827965,0.0661111111111111,0.042473118279569878,0.12111111111111118,0.016397849462365603,991.744086021506,992.47157738095257,993.34677419354819,0
26015,2012,365762.0,0.0069892473118279459,0.24086330935251785,0.057837837837837823,0.06333333333333338,0.11424731182795697,0.27916666666666651,0.28655913978494607,0.15843454790823192,0.029722222222222247,0.044086021505376348,0.018611111111111103,0.035483870967741936,993.65672043010682,993.26738505747085,993.02755376344044,0
26015,2013,363834.0,0.11478494623655908,0.02053571428571431,0.046994535519125691,0.31888888888888905,0.22983870967741926,0.32228412256267397,0.036827956989247332,0.21424731182795687,0.17444444444444446,0.078225806451612992,0.099444444444444349,0.045698924731182741,993.76397849462353,993.28556547619087,993.307795698925,0
26015,2014,356438.0,0.032795698924731193,0.30059523809523819,0.18494623655913983,0.19555555555555587,0.19139784946236543,0.10805555555555559,0.06424731182795701,,0.17218358831710703,0.28413978494623626,0.032222222222222242,0.00026881720430107559,994.23373655914065,993.13258928571543,994.49905913978534,0
26015,2015,389933.0,0.00026917900403768526,,,,0.075741239892183426,0.48416666666666669,0.42930107526881667,0.11881720430107526,0.055112651646447047,0.019811320754716991,0.0065466448445171887,0.14139784946236547,995.19636608344456,994.16949404761908,995.20604838709767,0
26015,2016,558851.0,0.20430107526881716,0.10316091954022981,,,,,0.099462365591397858,0.01021505376344087,0.052222222222222212,0.015343203230148067,0.000468384074941452,0.038761776581426613,993.84838709677467,994.46925287356351,993.57392473118216,0
26015,2017,401792.0,0.0,,,,0.94839857651245607,0.49083333333333329,0.45215053763440871,0.12500000000000003,0.19176755447941887,0.061559139784946239,0.0083333333333333471,0.12688172043010751,993.23333333333335,,993.411155913979,0
26015,2018,431235.0,0.1438172043010752,0.23363095238095213,0.25499999999999995,0.43861111111111151,0.25672043010752676,0.10805555555555564,0.15564516129032277,0.062903225806451663,0.053230769230769262,0.00594059405940594,0.11317254174397033,0.053363228699551471,993.76169354838612,992.93377976190459,994.5748878923763,0
26015,2019,456838.0,0.1721212121212122,0.013941018766756035,,0.0029850746268656717,0.12153392330383479,0.036111111111111163,0.034677419354838653,,0.0,0.0013440860215053767,0.0083333333333333384,0.0013440860215053769,994.49818181818159,993.43136729222533,,0
26015,2020,658481.0,0.0096774193548387032,,,,,,,,,,,0.00026881720430107538,994.36631578947379,993.52772988505751,994.04233870967812,0
26015,2021,884403.0,,0.143070044709389,0.13891891891891905,,,,,,0.09644670050761428,,,,993.45927419354848,992.9863095238087,,0
26015,2022,924451.0,,,,,,0.0,0.0,0.0,0.0,,,,,,993.13830645161283,0
26017,2004,65201.0,,,,,,,,,,,,,,,1011.1649769585252,0
26017,2005,64618.0,0.023956931359354,0.12876304023845,0.10928667563930027,0.24228094575799716,0.706720430107527,1.016388888888891,0.24629878869448191,0.395698924731183,0.065346534653465363,0.085014409221902121,0.015827338129496403,0.22442333785617363,1010.4489905787342,1010.1771982116237,1010.4126187245581,1
26017,2006,67348.0,0.017837837837837846,0.052063492063492069,0.30482180293501032,0.495208655332303,0.26332288401253906,0.60445062586926379,0.31041948579160961,0.28714479025710454,0.08507670850767092,0.013477088948787078,0.11937765205091934,0.15654676258992822,1010.9408108108115,1010.4838095238085,1012.0464748201443,0
26017,2007,69736.0,0.11440107671601611,0.29473684210526285,0.16384180790960443,0.47527777777777847,0.30216802168021711,0.54735376044568285,0.45336927223719664,0.29232839838492575,0.1701949860724235,0.036021505376344104,0.053888888888888854,0.042261103633916608,1011.6283983849261,1010.8013157894736,1011.0896366083448,0
26017,2008,83074.0,0.11505376344086028,0.045402298850574778,0.52956989247311848,0.3578761061946899,0.63299270072992764,0.54677103718199549,0.50050000000000039,,,,,0.0,1010.5080645161287,1011.1120689655165,1010.0876288659797,0
26017,2009,77615.0,0.1913043478260868,0.687830687830688,1.6416666666666666,,,,0.47371512481644629,0.33867028493894175,0.11142857142857142,0.019944598337950127,0.06166666666666671,0.061559139784946308,1010.9039525691701,1009.8417989417985,1011.3982526881716,0
26017,2010,76061.0,0.2339622641509434,0.06993865030674852,0.11565934065934061,0.35944444444444451,0.154032258064516,0.69611111111111112,0.33689986282578854,0.24565217391304345,0.0569444444444445,0.0,0.0,0.10510752688172052,1011.2940700808622,1010.7430981595093,1009.3201612903223,0
26017,2011,103855.0,0.18145161290322598,0.43690476190476152,0.16553595658073292,0.82166666666666743,0.91129032258064524,0.39444444444444454,0.61397849462365683,0.21689373297002715,0.050210378681627,0.046627565982404737,0.10816901408450695,0.060752688172043025,1009.5579301075275,1010.2438988095225,1011.4520161290327,0
26017,2012,62567.0,0.26720430107526838,0.23999999999999991,0.16595744680851077,0.084166666666666709,0.2698924731182793,0.41388888888888858,0.35860215053763467,0.23810810810810809,0.031197771587743724,0.077792732166890963,0.016689847009735748,0.037903225806451647,1011.6038978494623,1011.0879136690655,1011.0772849462369,0
26017,2013,72468.0,0.12795698924731186,0.073511904761904751,0.13526170798898093,0.33250000000000035,0.42768817204301068,0.66128133704735415,0.55370121130551819,0.30471063257065922,0.21138888888888882,0.17983870967741938,0.11111111111111123,0.23360215053763453,1011.7872311827962,1011.1206845238094,1011.4654569892474,0
26017,2014,82761.0,0.14516129032258085,0.218045112781955,0.31666666666666671,0.374444444444444,0.38494623655914034,0.42222222222222255,0.363440860215054,0.23007518796992468,0.32899224806201588,0.19999999999999984,0.075277777777777846,0.10000000000000009,1012.1698924731182,1011.0078195488725,1012.4834677419356,0
26017,2015,126030.0,0.088559892328398351,0.087188612099644056,0.40241935483871033,0.095277777777777878,0.23230148048452209,0.628611111111111,0.58978494623655842,0.1572580645161292,0.045555555555555627,0.023956931359353957,0.042777777777777866,0.11815718157181572,1013.1083445491264,1012.081316725979,1013.1989159891594,0
26017,2016,107415.0,0.15859269282814625,0.092473118279569874,0.33870967741935448,0.39777777777777745,0.54059139784946264,0.15305555555555525,0.1233870967741937,0.077150537634408614,0.074722222222222176,0.013770491803278688,0.02555555555555555,0.095430107526881747,1011.7725304465494,1012.0799283154116,1011.5341397849467,0
26017,2017,78465.0,0.041129032258064566,0.031845238095238086,0.1975077881619938,0.43474178403755875,0.56827956989247286,0.60668789808917178,0.63126684636118635,0.15746971736204574,0.11722222222222234,0.086559139784946254,0.02138888888888887,0.0040983606557377051,1011.7387096774191,1011.1744047619044,1011.2926229508194,0
