ano,id_microrregiao,sigla_uf,primeiro_ano_tratamento,tratado,pos_tratamento,area_plantada,area_colhida,taxa_aproveitamento,producao,produtividade,valor_producao,populacao_total,pib_total,pib_per_capita,pib_agropecuario
2017,31022,MG,2006,1,1,204198,204198,1.0,17383060.0,82857.14285714286,1323182.0,385809,15545658000,40293.66,1482877000
2018,31022,MG,2006,1,1,223300,223300,1.0,18260800.0,80654.57142857143,1237584.0,388970,17063199000,43867.65,1255584000
2019,31022,MG,2006,1,1,225735,225735,1.0,18475571.0,80852.28571428571,1351760.0,393297,17960138000,45665.59,1166707000
2020,31022,MG,2006,1,1,246967,246967,1.0,20440647.0,81642.85714285714,1524581.0,397481,20157406000,50712.88,1640042000
2021,31022,MG,2006,1,1,258337,258337,1.0,20125965.0,75285.71428571429,2555356.0,401509,23783962000,59236.44,2595968000
2022,31022,MG,2006,1,1,263500,263500,1.0,21432700.0,78928.57142857143,2864895.0,415599,,,
2023,31022,MG,2006,1,1,268650,268650,1.0,22419700.0,82142.85714285714,3146436.0,,,,
2003,31023,MG,2002,1,1,1095,1095,1.0,87400.0,50000.0,3272.0,178438,2277625000,12764.24,396085000
2004,31023,MG,2002,1,1,2070,2070,1.0,166650.0,70833.33333333333,5160.0,181593,2826973000,15567.63,600477000
2005,31023,MG,2002,1,1,3922,3922,1.0,322900.0,72166.66666666667,9071.0,183337,2973834000,16220.59,519178000
2006,31023,MG,2002,1,1,7194,7194,1.0,628600.0,81142.85714285714,22060.0,185072,3156819000,17057.25,501520000
2007,31023,MG,2002,1,1,15780,15780,1.0,1485000.0,81142.85714285714,52445.0,191527,4059974000,21197.92,637421000
2008,31023,MG,2002,1,1,24829,24829,1.0,2373450.0,81142.85714285714,88489.0,199946,5205161000,26032.83,861898000
2009,31023,MG,2002,1,1,39120,39120,1.0,3579790.0,89632.71428571429,124004.0,202466,4721958000,23322.23,839942000
2010,31023,MG,2002,1,1,41310,41310,1.0,3793790.0,89632.71428571429,137281.0,204412,5343582000,26141.23,950736000
2011,31023,MG,2002,1,1,58604,58604,1.0,5265819.0,89632.71428571429,394103.0,206769,6335327000,30639.64,1322864000
2012,31023,MG,2002,1,1,69179,69179,1.0,6426350.0,91294.85714285714,353385.0,209055,7566847000,36195.48,1232439000
2013,31023,MG,2002,1,1,69189,69189,1.0,6427350.0,91294.85714285714,339783.0,217880,8238304000,37811.2,1341974000
2014,31023,MG,2002,1,1,62425,62425,1.0,4995700.0,78714.28571428571,259969.0,220293,9355228000,42467.21,1157998000
2015,31023,MG,2002,1,1,59006,59006,1.0,4721240.0,78714.28571428571,266555.0,222607,9741832000,43762.47,1235728000
2016,31023,MG,2002,1,1,54522,54522,1.0,4463020.0,79428.57142857143,288956.0,224808,10295386000,45796.35,1639023000
2017,31023,MG,2002,1,1,60097,60097,1.0,4963873.0,72574.77777777778,424774.0,226898,10813164000,47656.5,1547715000
2018,31023,MG,2002,1,1,64450,64450,1.0,5252655.0,72835.66666666667,574905.0,228405,12268497000,53713.78,1605077000
2019,31023,MG,2002,1,1,63811,63811,1.0,5205313.0,72979.77777777778,441953.0,230801,12564462000,54438.51,1437320000
2020,31023,MG,2002,1,1,66389,66389,1.0,5449700.0,73222.22222222222,462806.0,233114,13316075000,57122.59,2244413000
2021,31023,MG,2002,1,1,65341,65341,1.0,5068194.0,71142.85714285714,646331.0,235342,17664848000,75060.33,3295138000
2022,31023,MG,2002,1,1,65710,65710,1.0,5260300.0,73285.71428571429,699226.0,240495,,,
2023,31023,MG,2002,1,1,76510,76510,1.0,6587460.0,78000.0,901461.0,,,,
2003,31024,MG,0,0,0,9120,9120,1.0,635461.0,62585.5,17081.0,91659,888418000,9692.64,90952000
2004,31024,MG,0,0,0,9720,9720,1.0,714661.0,63252.166666666664,19640.0,93676,1114053000,11892.62,109201000
2005,31024,MG,0,0,0,9720,9720,1.0,714661.0,63252.166666666664,26946.0,94792,1263148000,13325.47,116261000
2006,31024,MG,0,0,0,9920,9920,1.0,724661.0,61359.0,28854.0,95900,1608262000,16770.2,122047000
2007,31024,MG,0,0,0,9970,9970,1.0,727161.0,61359.0,39487.0,93984,1706987000,18162.53,165587000
2008,31024,MG,0,0,0,10120,10120,1.0,746661.0,65644.71428571429,47415.0,97652,1579439000,16174.16,209380000
2009,31024,MG,0,0,0,13255,13255,1.0,928911.0,65073.28571428572,58702.0,98493,1657974000,16833.42,182851000
2010,31024,MG,0,0,0,13255,13255,1.0,928911.0,65073.28571428572,61710.0,96839,1721995000,17782.04,237796000
2011,31024,MG,0,0,0,13260,13260,1.0,927851.0,62073.42857142857,71801.0,97469,1820078000,18673.4,233308000
2012,31024,MG,0,0,0,15880,15880,1.0,881218.0,61857.857142857145,61442.0,98083,1880078000,19168.24,225689000
2013,31024,MG,0,0,0,16660,16660,1.0,1131896.0,63884.857142857145,69132.0,101708,2215931000,21787.18,292577000
2014,31024,MG,0,0,0,17655,17655,1.0,1233831.0,63644.857142857145,76414.0,102388,2394540000,23386.92,322831000
2015,31024,MG,0,0,0,16494,16494,1.0,1153374.0,64173.42857142857,86289.0,103040,2760723000,26792.73,343127000
2016,31024,MG,0,0,0,16432,16432,1.0,1147465.0,62702.0,93765.0,103660,2935172000,28315.38,478402000
2017,31024,MG,0,0,0,18215,18215,1.0,1092023.0,50486.857142857145,66901.0,104248,3215868000,30848.25,453142000
2018,31024,MG,0,0,0,17487,17487,1.0,1007690.0,40857.142857142855,70897.0,103818,4414086000,42517.54,492138000
2019,31024,MG,0,0,0,17538,17538,1.0,1029505.0,46285.71428571428,74542.0,104433,4294905000,41125.94,525140000
2020,31024,MG,0,0,0,18248,18248,1.0,1108271.0,50076.857142857145,83106.0,105028,5001488000,47620.52,627604000
2021,31024,MG,0,0,0,19643,19643,1.0,1174993.0,50666.666666666664,154110.0,105600,5573940000,52783.52,871007000
2022,31024,MG,0,0,0,18050,18050,1.0,1150570.0,52333.333333333336,155029.0,97920,,,
2023,31024,MG,0,0,0,21363,21363,1.0,1595155.0,57833.333333333336,219793.0,,,,
2003,31025,MG,2006,1,0,1730,1730,1.0,154100.0,68333.33333333333,5700.0,146025,595386000,4077.29,82048000
2004,31025,MG,2006,1,0,1655,1655,1.0,147350.0,59375.0,4421.0,147571,772356000,5233.79,174643000
2005,31025,MG,2006,1,0,1655,1655,1.0,120350.0,55625.0,4814.0,148427,772713000,5206.01,124444000
2006,31025,MG,2006,1,1,2070,2070,1.0,129550.0,57777.77777777778,6257.0,149274,859733000,5759.43,115849000
2007,31025,MG,2006,1,1,2720,2720,1.0,173900.0,60000.0,4421.0,145426,1055388000,7257.22,280937000
2008,31025,MG,2006,1,1,3350,3350,1.0,229650.0,61000.0,33920.0,150211,1099591000,7320.31,207586000
2009,31025,MG,2006,1,1,3300,3300,1.0,226650.0,61000.0,5739.0,150746,1180739000,7832.64,190936000
2010,31025,MG,2006,1,1,3300,3300,1.0,226850.0,61200.0,55704.0,150701,1454533000,9651.78,324272000
2011,31025,MG,2006,1,1,3300,3300,1.0,226850.0,61200.0,33644.0,151238,1620546000,10715.2,386090000
2012,31025,MG,2006,1,1,1590,1590,1.0,102250.0,59166.666666666664,8111.0,151761,1954457000,12878.52,452578000
2013,31025,MG,2006,1,1,1870,1870,1.0,122100.0,60714.28571428572,8260.0,156904,2215318000,14118.94,573992000
2014,31025,MG,2006,1,1,2210,2210,1.0,146200.0,64250.0,10888.0,157538,2174854000,13805.27,395751000
2015,31025,MG,2006,1,1,1988,1988,1.0,134360.0,64250.0,10680.0,158147,2444370000,15456.32,483279000
2016,31025,MG,2006,1,1,2590,2590,1.0,149800.0,57727.27272727273,12118.0,158727,2507641000,15798.45,489519000
2017,31025,MG,2006,1,1,2525,2525,1.0,89707.0,36578.7,9045.0,159277,2471740000,15518.5,240514000
2018,31025,MG,2006,1,1,2845,2845,1.0,107710.0,39247.7,16531.0,157564,2549237000,16179.06,292223000
2019,31025,MG,2006,1,1,2825,2825,1.0,106182.0,39700.0,12971.0,158050,2855594000,18067.66,336407000
2020,31025,MG,2006,1,1,2911,2911,1.0,124387.0,43400.0,14867.0,158518,3407164000,21493.86,439227000
2021,31025,MG,2006,1,1,2292,2292,1.0,92154.0,40644.444444444445,16175.0,158970,3754062000,23614.91,509825000
2022,31025,MG,2006,1,1,1890,1890,1.0,81125.0,44250.0,13706.0,155158,,,
2023,31025,MG,2006,1,1,1543,1543,1.0,70560.0,46875.0,12267.0,,,,
2003,31026,MG,2007,1,0,14326,14326,1.0,1147287.0,66401.11111111111,38166.0,153375,985893000,6427.99,164083000
2004,31026,MG,2007,1,0,16510,16510,1.0,1246615.0,66975.11111111111,32638.0,156510,1180849000,7544.88,194922000
2005,31026,MG,2007,1,0,16440,16440,1.0,1182610.0,65526.0,26953.0,158247,1309918000,8277.68,195243000
2006,31026,MG,2007,1,0,16872,16506,0.9783072546230441,1177021.0,65661.55555555556,42588.0,159969,1539367000,9622.91,241769000
2007,31026,MG,2007,1,1,18590,18590,1.0,1280998.0,65200.77777777778,51450.0,158065,1610363000,10187.98,234574000
2008,31026,MG,2007,1,1,20658,18472,0.894181430922645,1313852.0,69888.0,43034.0,164290,1777989000,10822.26,234242000
2009,31026,MG,2007,1,1,25622,25622,1.0,1877289.0,72679.9,65983.0,165750,1893058000,11421.16,249043000
2010,31026,MG,2007,1,1,25568,25568,1.0,1943371.0,74306.0,76335.0,165172,2250182000,13623.27,267859000
2011,31026,MG,2007,1,1,25978,25978,1.0,1795445.0,69543.4,101722.0,166441,2559496000,15377.8,356289000
2012,31026,MG,2007,1,1,25591,25591,1.0,1655281.0,65996.3,86054.0,167670,2859199000,17052.54,363317000
2013,31026,MG,2007,1,1,25776,25776,1.0,1888592.0,67140.8,94606.0,174076,3287639000,18886.23,408125000
2014,31026,MG,2007,1,1,30907,30907,1.0,2140692.0,67777.77777777778,114705.0,175416,3674380000,20946.66,414651000
2015,31026,MG,2007,1,1,26113,26058,0.9978937693868954,1803941.0,68332.88888888889,114882.0,176705,3822316000,21631.06,399318000
2016,31026,MG,2007,1,1,26679,26679,1.0,1847801.0,68935.77777777778,128945.0,177930,4095658000,23018.37,584073000
2017,31026,MG,2007,1,1,32578,32578,1.0,2530775.0,70745.18181818182,184517.0,179093,4552709000,25420.92,543223000
2018,31026,MG,2007,1,1,32929,32929,1.0,2723545.0,64564.09090909091,194913.0,178814,4700199000,26285.41,521840000
2019,31026,MG,2007,1,1,33065,33065,1.0,2712249.0,64842.90909090909,196369.0,180069,4943920000,27455.7,553688000
2020,31026,MG,2007,1,1,34360,34360,1.0,2801672.0,65772.72727272728,209508.0,181282,5450179000,30064.65,740965000
2021,31026,MG,2007,1,1,32133,32133,1.0,2304495.0,60318.181818181816,295678.0,182448,6333012000,34711.33,1065489000
2022,31026,MG,2007,1,1,33253,33253,1.0,2482740.0,65400.0,331327.0,182160,,,
2023,31026,MG,2007,1,1,33921,33921,1.0,2673180.0,71150.0,367431.0,,,,
2003,31027,MG,2016,1,0,2145,2145,1.0,115180.0,57400.0,5014.0,365806,2865772000,7834.13,113012000
2004,31027,MG,2016,1,0,1913,1913,1.0,102364.0,58600.0,4846.0,378248,3844398000,10163.7,141584000
2005,31027,MG,2016,1,0,2079,2079,1.0,112410.0,61150.0,6476.0,385133,4044743000,10502.2,136568000
2006,31027,MG,2016,1,0,2524,2524,1.0,143398.0,60315.78947368421,7608.0,391965,4408050000,11246.03,135921000
2007,31027,MG,2016,1,0,2666,2666,1.0,154108.0,61368.42105263158,11298.0,394264,5423740000,13756.62,175346000
2008,31027,MG,2016,1,0,2707,2707,1.0,173280.0,64315.78947368421,13246.0,406025,6808039000,16767.54,173009000
2009,31027,MG,2016,1,0,3319,3319,1.0,203300.0,58368.42105263158,19384.0,411723,5885806000,14295.55,213378000
2010,31027,MG,2016,1,0,3410,3410,1.0,206838.0,58105.26315789474,21433.0,393875,7872443000,19987.16,212229000
2011,31027,MG,2016,1,0,3535,3535,1.0,217804.0,61606.0,22577.0,397512,8647080000,21753.0,235020000
2012,31027,MG,2016,1,0,2690,2690,1.0,176320.0,62275.0,10178.0,401042,9412893000,23471.09,232279000
2013,31027,MG,2016,1,0,2670,2670,1.0,176070.0,62900.0,12304.0,417019,10955172000,26270.2,298572000
2014,31027,MG,2016,1,0,2545,2535,0.9960707269155207,168050.0,62631.57894736842,13395.0,420806,11079372000,26328.93,318303000
2015,31027,MG,2016,1,0,2048,2048,1.0,136785.0,63421.05263157895,10511.0,424435,10681449000,25166.28,286427000
2016,31027,MG,2016,1,1,2087,2087,1.0,138100.0,63947.36842105263,11199.0,427894,10478772000,24489.18,379779000
2017,31027,MG,2016,1,1,947,947,1.0,50199.0,49882.333333333336,6011.0,431177,11667572000,27059.82,272249000
2018,31027,MG,2016,1,1,906,906,1.0,42430.0,46972.88888888889,5259.0,431956,12223283000,28297.52,285576000
2019,31027,MG,2016,1,1,979,979,1.0,45287.0,46654.88888888889,5288.0,435690,13603160000,31222.11,284627000
2020,31027,MG,2016,1,1,1097,1097,1.0,52697.0,49444.444444444445,6033.0,439218,13499889000,30736.19,380718000
2021,31027,MG,2016,1,1,961,961,1.0,45513.0,49132.35294117647,7412.0,442614,17803446000,40223.41,467843000
2022,31027,MG,2016,1,1,850,850,1.0,43629.0,52764.705882352944,7228.0,426666,,,
2023,31027,MG,2016,1,1,857,857,1.0,46155.0,54455.882352941175,7842.0,,,,
2003,31028,MG,0,0,0,1357,1357,1.0,57180.0,42692.307692307695,1892.0,88376,209889000,2374.95,32632000
2004,31028,MG,0,0,0,1417,1417,1.0,69080.0,47692.307692307695,2399.0,88411,229443000,2595.19,37795000
2005,31028,MG,0,0,0,1439,1439,1.0,68030.0,46538.46153846154,2428.0,88431,266504000,3013.69,41087000
2006,31028,MG,0,0,0,1539,1539,1.0,72830.0,45769.230769230766,2779.0,88449,296563000,3352.93,43037000
2007,31028,MG,0,0,0,1457,1457,1.0,69930.0,49615.38461538462,2673.0,86896,327393000,3767.64,49870000
2008,31028,MG,0,0,0,1477,1457,0.98645903859174,69930.0,49615.38461538462,2694.0,89419,374302000,4185.93,58335000
2009,31028,MG,0,0,0,1537,1537,1.0,73530.0,49615.38461538462,2778.0,89454,418882000,4682.65,63885000
2010,31028,MG,0,0,0,1623,1623,1.0,79030.0,48846.153846153844,2980.0,84605,546024000,6453.8,63119000
2011,31028,MG,0,0,0,1737,1737,1.0,82230.0,49615.38461538462,6331.0,84317,578771000,6864.23,67663000
2012,31028,MG,0,0,0,2226,2226,1.0,109890.0,51538.46153846154,7182.0,84048,787625000,9371.13,74113000
2013,31028,MG,0,0,0,2191,2191,1.0,104115.0,50000.0,7588.0,86263,949742000,11009.84,102683000
2014,31028,MG,0,0,0,1829,1829,1.0,92720.0,52666.666666666664,7630.0,86060,951310000,11054.03,92322000
2015,31028,MG,0,0,0,1935,1935,1.0,100210.0,54615.38461538462,11301.0,85868,1434477000,16705.61,75213000
2016,31028,MG,0,0,0,1875,1875,1.0,98410.0,54166.666666666664,9838.0,85684,1215509000,14185.95,85801000
2017,31028,MG,0,0,0,759,759,1.0,34973.0,47565.92307692308,4406.0,85508,1459024000,17063.01,76726000
2018,31028,MG,0,0,0,870,870,1.0,33018.0,37659.46153846154,4695.0,83165,1399857000,16832.29,71414000
2019,31028,MG,0,0,0,1394,1394,1.0,55652.0,41134.692307692305,7494.0,82814,4647386000,56118.36,78692000
2020,31028,MG,0,0,0,1378,1378,1.0,58661.0,43854.61538461538,7324.0,82469,4971278000,60280.57,120519000
2021,31028,MG,0,0,0,962,962,1.0,37684.0,41499.38461538462,6518.0,82142,9914097000,120694.61,146476000
2022,31028,MG,0,0,0,725,725,1.0,29567.0,42125.916666666664,5159.0,88942,,,
2023,31028,MG,0,0,0,729,729,1.0,35829.0,48818.181818181816,6449.0,,,,
2003,31029,MG,2008,1,0,380,380,1.0,20560.0,52466.6,974.0,111755,760585000,6805.83,87476000
2004,31029,MG,2008,1,0,450,450,1.0,25660.0,53466.6,1078.0,114829,1001740000,8723.75,106352000
2005,31029,MG,2008,1,0,470,470,1.0,26860.0,53466.6,1127.0,116532,1055378000,9056.55,102973000
2006,31029,MG,2008,1,0,495,495,1.0,28235.0,53466.6,1129.0,118221,1218470000,10306.71,94361000
2007,31029,MG,2008,1,0,495,495,1.0,28289.0,53506.6,2546.0,117214,1302641000,11113.36,107266000
2008,31029,MG,2008,1,1,495,495,1.0,28289.0,53506.6,1840.0,122254,1464891000,11982.36,104568000
2009,31029,MG,2008,1,1,495,495,1.0,28289.0,53506.6,1698.0,123700,1631291000,13187.48,112586000
2010,31029,MG,2008,1,1,495,495,1.0,25085.0,46466.6,1528.0,123379,1961232000,15896.0,131102000
2011,31029,MG,2008,1,1,485,485,1.0,30075.0,61666.6,1834.0,124625,2176011000,17460.47,166135000
2012,31029,MG,2008,1,1,485,485,1.0,30075.0,61666.6,1847.0,125834,2415457000,19195.58,164585000
2013,31029,MG,2008,1,1,515,515,1.0,34875.0,63666.6,2127.0,130961,2734442000,20879.82,203131000
2014,31029,MG,2008,1,1,507,457,0.9013806706114399,31770.0,67666.6,1944.0,132284,2962220000,22392.88,230602000
2015,31029,MG,2008,1,1,429,429,1.0,28370.0,64666.6,2112.0,133521,3015252000,22582.6,188115000
2016,31029,MG,2008,1,1,285,285,1.0,16656.0,56424.25,1322.0,134698,3139676000,23309.0,209083000
2017,31029,MG,2008,1,1,286,286,1.0,17022.0,59596.5,1881.0,135814,3497989000,25755.73,202541000
2018,31029,MG,2008,1,1,300,300,1.0,16800.0,52424.333333333336,1838.0,136313,3677575000,26978.9,181574000
2019,31029,MG,2008,1,1,284,284,1.0,15915.0,52500.0,1625.0,137571,3949440000,28708.38,216154000
2020,31029,MG,2008,1,1,296,296,1.0,17168.0,55000.0,1824.0,138787,4268455000,30755.44,274853000
2021,31029,MG,2008,1,1,236,236,1.0,12910.0,51666.666666666664,2092.0,139957,5088766000,36359.5,316943000
2022,31029,MG,2008,1,1,208,208,1.0,11710.0,56250.0,2038.0,139576,,,
2023,31029,MG,2008,1,1,217,217,1.0,12742.0,55000.0,2286.0,,,,
2003,31030,MG,2006,1,0,608,608,1.0,30298.0,41142.857142857145,1142.0,4512743,49067680000,10873.14,88244000
2004,31030,MG,2006,1,0,687,687,1.0,48645.0,60416.666666666664,2451.0,4681468,55915245000,11943.96,113089000
2005,31030,MG,2006,1,0,769,769,1.0,51230.0,63846.153846153844,2556.0,4774839,62772399000,13146.5,111842000
2006,31030,MG,2006,1,1,858,858,1.0,60470.0,66666.66666666667,2897.0,4867529,72529487000,14900.68,111751000
2007,31030,MG,2006,1,1,873,873,1.0,61480.0,66666.66666666667,3004.0,4831805,84626577000,17514.49,146762000
2008,31030,MG,2006,1,1,964,964,1.0,67930.0,66666.66666666667,3953.0,4932777,96860663000,19636.13,164341000
2009,31030,MG,2006,1,1,813,813,1.0,42660.0,47153.846153846156,2219.0,4997601,105163351000,21042.77,158889000
2010,31030,MG,2006,1,1,824,824,1.0,44330.0,51769.230769230766,2387.0,4772562,123243483000,25823.34,187516000
2011,31030,MG,2006,1,1,864,864,1.0,56080.0,61285.71428571428,3399.0,4811919,134925755000,28039.91,199571000
2012,31030,MG,2006,1,1,856,856,1.0,55360.0,61285.71428571428,4428.0,4850003,148386385000,30595.11,216854000
2013,31030,MG,2006,1,1,869,869,1.0,56280.0,62000.0,4451.0,5038298,162971251000,32346.49,251855000
2014,31030,MG,2006,1,1,750,750,1.0,45550.0,61363.63636363636,3928.0,5079662,171440626000,33750.4,270550000
2015,31030,MG,2006,1,1,620,620,1.0,37840.0,61363.63636363636,3002.0,5119360,169609784000,33131.05,278064000
2016,31030,MG,2006,1,1,562,562,1.0,33780.0,60500.0,2887.0,5157141,173877749000,33715.92,356982000
2017,31030,MG,2006,1,1,477,477,1.0,21045.0,47246.4375,2179.0,5193008,177625175000,34204.68,238813000
2018,31030,MG,2006,1,1,497,497,1.0,22245.0,46839.78571428572,3200.0,5191362,184761138000,35590.11,237194000
2019,31030,MG,2006,1,1,486,486,1.0,21786.0,47054.5,2943.0,5230438,198363423000,37924.82,246110000
2020,31030,MG,2006,1,1,507,507,1.0,23885.0,48821.42857142857,3208.0,5268308,197175186000,37426.66,305523000
2021,31030,MG,2006,1,1,433,433,1.0,20446.0,49581.818181818184,3683.0,5304762,236918067000,44661.39,372520000
2022,31030,MG,2006,1,1,369,369,1.0,17386.0,48916.666666666664,3068.0,5128101,,,
2023,31030,MG,2006,1,1,401,401,1.0,20547.0,52490.90909090909,3863.0,,,,
2003,31031,MG,0,0,0,2853,2853,1.0,132120.0,47882.35294117647,3286.0,360367,3309105000,9182.6,93702000
2004,31031,MG,0,0,0,3047,3047,1.0,137686.0,47823.529411764706,3295.0,365358,4638466000,12695.67,135194000
2005,31031,MG,0,0,0,2477,2477,1.0,112861.0,51058.82352941176,2853.0,368124,5152893000,13997.71,149337000
2006,31031,MG,0,0,0,2312,2312,1.0,103571.0,50000.0,4111.0,370865,5202518000,14028.06,151090000
2007,31031,MG,0,0,0,2558,2535,0.9910086004691165,117901.0,48222.22222222222,4192.0,370378,5471911000,14773.86,102989000
2008,31031,MG,0,0,0,2461,2461,1.0,109810.0,47500.0,4066.0,384348,7490416000,19488.63,105733000
2009,31031,MG,0,0,0,2654,2654,1.0,129730.0,53055.555555555555,4778.0,387241,6087301000,15719.67,102474000
2010,31031,MG,0,0,0,2303,2303,1.0,122830.0,57555.555555555555,4564.0,379237,10698609000,28210.88,126881000
2011,31031,MG,0,0,0,2272,2272,1.0,117010.0,57833.333333333336,9380.0,381262,13735095000,36025.34,136284000
2012,31031,MG,0,0,0,2272,2272,1.0,117010.0,57833.333333333336,9613.0,383226,14530781000,37917.0,122960000
2013,31031,MG,0,0,0,2306,2306,1.0,137535.0,58888.88888888889,11054.0,396930,16452314000,41448.91,170383000
2014,31031,MG,0,0,0,2379,2379,1.0,144040.0,59166.666666666664,12157.0,399170,15069425000,37751.9,176462000
2015,31031,MG,0,0,0,1903,1903,1.0,115232.0,59255.555555555555,9801.0,401315,11477969000,28600.9,163581000
2016,31031,MG,0,0,0,1903,1903,1.0,112892.0,58144.444444444445,9477.0,403359,11665018000,28919.69,183464000
2017,31031,MG,0,0,0,2744,2744,1.0,163056.0,48268.0,16798.0,405298,15229028000,37574.89,227897000
2018,31031,MG,0,0,0,2720,2720,1.0,130200.0,44678.333333333336,16050.0,402575,17581438000,43672.45,246238000
2019,31031,MG,0,0,0,2718,2718,1.0,130668.0,44815.88888888889,14892.0,404510,19364052000,47870.39,233954000
2020,31031,MG,0,0,0,2834,2834,1.0,143332.0,47485.27777777778,15977.0,406384,18851266000,46387.82,280027000
2021,31031,MG,0,0,0,2262,2262,1.0,110936.0,46625.0,18723.0,408186,40430056000,99048.12,317021000
2022,31031,MG,0,0,0,1950,1950,1.0,101875.0,49500.0,17201.0,384590,,,
2023,31031,MG,0,0,0,1570,1570,1.0,88259.0,53262.5,15422.0,,,,
2003,31032,MG,0,0,0,1199,1199,1.0,47100.0,44313.666666666664,1097.0,58620,268518000,4580.66,32913000
2004,31032,MG,0,0,0,1196,1196,1.0,45720.0,40000.0,1209.0,58975,346544000,5876.12,40543000
2005,31032,MG,0,0,0,1118,1118,1.0,45076.0,42666.666666666664,1413.0,59168,371077000,6271.58,39505000
2006,31032,MG,0,0,0,1210,1210,1.0,52410.0,43777.77777777778,2096.0,59364,433995000,7310.74,40113000
2007,31032,MG,0,0,0,1230,1230,1.0,56680.0,44888.88888888889,2329.0,59767,498457000,8340.0,43577000
2008,31032,MG,0,0,0,1258,1258,1.0,63760.0,45555.555555555555,4444.0,61864,793223000,12822.05,50339000
2009,31032,MG,0,0,0,1369,1369,1.0,70700.0,39777.77777777778,4260.0,62199,659599000,10604.66,55432000
2010,31032,MG,0,0,0,1369,1369,1.0,70198.0,38232.333333333336,3417.0,61411,1457063000,23726.42,60346000
2011,31032,MG,0,0,0,1279,1279,1.0,70665.0,44912.666666666664,4662.0,61664,2075933000,33665.23,87007000
2012,31032,MG,0,0,0,1299,1299,1.0,73450.0,49113.77777777778,5714.0,61919,2308737000,37286.41,90356000
2013,31032,MG,0,0,0,1299,1299,1.0,74250.0,50555.555555555555,5601.0,64051,2812958000,43917.47,106497000
2014,31032,MG,0,0,0,1374,1374,1.0,77050.0,49735.444444444445,6335.0,64345,3182528000,49460.38,117454000
2015,31032,MG,0,0,0,1102,1102,1.0,65360.0,53531.77777777778,5197.0,64626,1994073000,30855.58,125331000
2016,31032,MG,0,0,0,1148,1148,1.0,67950.0,53888.88888888889,5723.0,64892,2085380000,32136.16,166766000
2017,31032,MG,0,0,0,787,787,1.0,55378.0,60037.0,5830.0,65147,2487631000,38184.89,110385000
2018,31032,MG,0,0,0,679,679,1.0,44100.0,52529.444444444445,4930.0,64530,3354496000,51983.51,105030000
2019,31032,MG,0,0,0,682,682,1.0,43931.0,54044.444444444445,5245.0,64766,3885883000,59998.81,111545000
2020,31032,MG,0,0,0,832,832,1.0,53874.0,55277.77777777778,6115.0,64994,4096163000,63023.71,153524000
2021,31032,MG,0,0,0,832,832,1.0,53491.0,52366.666666666664,8894.0,65212,10069409000,154410.37,194202000
2022,31032,MG,0,0,0,739,739,1.0,49681.0,57000.0,8403.0,74725,,,
2023,31032,MG,0,0,0,866,866,1.0,61781.0,60875.0,10687.0,,,,
2003,31033,MG,0,0,0,670,670,1.0,32650.0,46250.0,751.0,160379,2045906000,12756.7,14224000
2004,31033,MG,0,0,0,665,665,1.0,32500.0,46250.0,748.0,164051,2744412000,16729.02,15550000
2005,31033,MG,0,0,0,665,665,1.0,32500.0,46250.0,748.0,166084,3368729000,20283.28,18047000
2006,31033,MG,0,0,0,595,595,1.0,32000.0,53750.0,1984.0,168100,3318239000,19739.67,24728000
2007,31033,MG,0,0,0,900,900,1.0,50750.0,53750.0,3749.0,164204,3458810000,21064.1,26374000
2008,31033,MG,0,0,0,1050,1050,1.0,45750.0,45625.0,5883.0,170614,5155301000,30216.17,28538000
2009,31033,MG,0,0,0,1050,1050,1.0,52500.0,51250.0,9963.0,172082,3888324000,22595.76,34433000
2010,31033,MG,0,0,0,1050,1050,1.0,52500.0,51250.0,9963.0,173797,9303461000,53530.62,31193000
2011,31033,MG,0,0,0,1050,1050,1.0,52500.0,51250.0,7875.0,175249,13739487000,78399.8,33393000
2012,31033,MG,0,0,0,1270,1270,1.0,89500.0,69285.75,8233.0,176658,13935592000,78884.58,37407000
2013,31033,MG,0,0,0,1270,1270,1.0,89500.0,69285.75,7455.0,183537,17388545000,94741.36,53536000
2014,31033,MG,0,0,0,860,860,1.0,51900.0,62500.0,4632.0,185065,14601765000,78900.74,52005000
2015,31033,MG,0,0,0,728,728,1.0,43920.0,62500.0,3763.0,186529,10122929000,54270.0,44914000
2016,31033,MG,0,0,0,734,734,1.0,44040.0,60000.0,4103.0,187922,8096876000,43086.37,59027000
2017,31033,MG,0,0,0,125,125,1.0,5478.0,41293.75,677.0,189245,11517586000,60860.71,35745000
2018,31033,MG,0,0,0,137,137,1.0,6000.0,41649.25,736.0,189231,14634897000,77338.79,36590000
2019,31033,MG,0,0,0,157,157,1.0,6739.0,41842.5,839.0,190682,8070727000,42325.58,41925000
2020,31033,MG,0,0,0,163,163,1.0,7048.0,42047.75,890.0,192082,13713682000,71394.94,51927000
2021,31033,MG,0,0,0,152,152,1.0,6653.0,43500.0,1169.0,193429,30070183000,155458.5,63232000
2022,31033,MG,0,0,0,143,143,1.0,6368.0,44250.0,1170.0,203051,,,
2023,31033,MG,0,0,0,165,165,1.0,8275.0,50000.0,1560.0,,,,
2003,31034,MG,2006,1,0,502,502,1.0,11140.0,29166.666666666668,446.0,227723,2267827000,9958.71,31611000
