outcome,metodo,control,att,se,z,p,ci_low,ci_high
Área Cana (principal),dr,notyettreated,0.27131535759405817,0.11108895102854394,2.4423253175227533,0.014592989924066694,0.05358101357811207,0.4890497016100043
