true_att,p_value_empirical,p_value_se,p_value_ci_lower,p_value_ci_upper,n_extremes,placebo_mean,placebo_sd,placebo_ci_95_lower,placebo_ci_95_upper,n_valid_sims
0.4770761222318859,1.999600079984003e-4,1.999600079984003e-4,0,5.918816236752649e-4,0,0.0012136394856907251,0.14031119429781314,-0.27028861244514146,0.2855613053167957,5000
