var,var_pre,prop_na
log_area_plantada,2.042931948723084,0
log_populacao,1.1620739470654173,0
log_pib_per_capita,0.7475679954012113,1.0187137719914836e-5
log_densidade_estacoes_uf,0.003501041232529719,0
