metodo,att_global,se_global,z,p,ci_low,ci_high
dr,0.13723795946405062,0.04139833412774451,3.315059950010788,9.162347265051205e-4,0.05609722457367139,0.21837869435442986
ipw,0.1340407152200803,0.04111355880724993,3.26025571876409,0.0011131180596484532,0.05345813995787044,0.21462329048229015
reg,0.11964177855407164,0.0441008291581975,2.712914492489367,0.006669431379861377,0.03320415340400455,0.20607940370413874
