variable,Controle_mean,Controle_sd,Tratado_mean,Tratado_sd,diff_means,std_diff,balanced
log_area_total,7.772923944650734,0.7484104276750247,8.842051658709487,0.9701065327004464,1.0691277140587525,1.2340186193447975,FALSE
log_populacao,11.881640532600324,0.8620176989766699,12.182837009182172,0.8169372780530348,0.30119647658184867,0.35866115220672046,FALSE
log_pib_per_capita,9.556797869142954,0.749874297661058,9.098956547540054,0.6553124128270309,-0.4578413216029009,-0.650174294164232,FALSE
log_densidade_estacoes_uf,0.44805844323776733,0.07179650468912697,0.5341963884717025,0.09519023709852832,0.08613794523393514,1.021696793697213,FALSE
log_precip_anual,5.608772778006809,0.6602459897283086,5.97198824000556,0.5984003134670726,0.36321546199875065,0.5764570677240738,FALSE
