outcome,metodo,control,att,se,z,p,ci_low,ci_high
Valor Produção Cana (principal),dr,notyettreated,0.4967816254822535,0.2115204358796883,2.3486223608428087,0.018843006857866298,0.08220157115806448,0.9113616798064426
