metodo,att_global,se_global,z,p,ci_low,ci_high
dr,0.5014620845084309,0.22859321898292875,2.193687488804643,0.02825788388242011,0.05341937530189056,0.9495047937149712
ipw,0.4390950647943405,0.21933665870108282,2.001922831298117,0.04529303171165523,0.0091952137402182,0.8689949158484629
reg,0.4914818954208068,0.21557554772599283,2.2798591983424044,0.022616040647049182,0.06895382187786087,0.9140099689637526
