metodo,att_global,se_global,z,p,ci_low,ci_high
dr,0.056912659541544626,0.029249741162786943,1.9457491683362962,0.05168487730792932,-4.168331375177803e-4,0.11424215222060703
ipw,0.06892025044018173,0.02809420002598499,2.4531843005472926,0.014159777015064741,0.013855618389251145,0.12398488249111231
reg,0.05482160842349333,0.029272553806307063,1.8727989633648388,0.061096151195749585,-0.002552597036868512,0.11219581388385517
