label,method,control_group,att,se,z,p_value,ci_low,ci_high,n_obs,n_units,created_at
dataset_mapbiomas_municipio_culturas_irrigadas_2003_2021_20251008_nt,dr,nevertreated,0.05213771128337432,0.034351344168345746,1.5177779078414768,0.12907039619795713,-0.015190923286583342,0.11946634585333199,10602,558,2025-11-12 12:08:45.380704
