label,method,control_group,att,se,z,p_value,ci_low,ci_high,n_obs,n_units,created_at
dataset_mapbiomas_municipio_culturas_irrigadas_2003_2021_20251008_ipw,ipw,notyettreated,0.06892025044018173,0.02809420002598499,2.4531843005472926,0.014159777015064741,0.013855618389251145,0.12398488249111231,10602,558,2025-11-12 12:08:32.285981
