label,method,control_group,att,se,z,p_value,ci_low,ci_high,n_obs,n_units,created_at
dataset_mapbiomas_municipio_culturas_irrigadas_2003_2021_20251008,reg,notyettreated,0.05482160842349333,0.029272553806307063,1.8727989633648388,0.061096151195749585,-0.002552597036868512,0.11219581388385517,10602,558,2025-11-12 12:08:23.63448
